Name,discrete
samplenew3_00007559,sad
samplenew3_00006732,angry
samplenew3_00077020,sad
samplenew3_00007646,happy
samplenew4_00004480,neutral
samplenew3_00023236,fear
samplenew3_00048445,angry
samplenew3_00035456,happy
samplenew3_00047361,happy
samplenew3_00006783,fear
samplenew4_00007229,happy
samplenew3_00017438,happy
samplenew4_00007631,happy
samplenew3_00008471,happy
samplenew4_00010172,neutral
samplenew3_00105829,happy
samplenew3_00056660,happy
samplenew3_00097255,happy
samplenew3_00030487,sad
samplenew3_00050340,happy
samplenew3_00051319,sad
samplenew3_00018748,happy
samplenew3_00012743,happy
samplenew3_00099866,sad
samplenew3_00084167,happy
samplenew3_00069943,happy
samplenew3_00033554,happy
samplenew3_00109463,happy
samplenew3_00009674,fear
samplenew3_00058278,neutral
samplenew3_00054166,sad
samplenew3_00061941,happy
samplenew3_00064878,happy
samplenew3_00115163,happy
samplenew3_00021365,happy
samplenew3_00101001,happy
samplenew3_00011574,happy
samplenew4_00004643,happy
samplenew3_00023174,neutral
samplenew4_00011426,happy
samplenew3_00072323,happy
samplenew3_00086907,angry
samplenew3_00101278,angry
samplenew3_00108830,happy
samplenew3_00059231,happy
samplenew3_00093302,happy
samplenew3_00076244,sad
samplenew3_00034610,happy
samplenew3_00097727,happy
samplenew3_00099410,happy
samplenew3_00073695,fear
samplenew3_00042833,happy
samplenew3_00020570,happy
samplenew3_00115329,happy
samplenew3_00092038,happy
samplenew3_00106682,happy
samplenew3_00023005,angry
samplenew3_00035330,neutral
samplenew3_00010557,happy
samplenew3_00001583,angry
samplenew3_00019380,disgust
samplenew3_00040406,happy
samplenew3_00020901,sad
samplenew3_00065832,neutral
samplenew3_00095897,happy
samplenew3_00032160,angry
samplenew3_00044564,happy
samplenew3_00026809,angry
samplenew3_00050150,happy
samplenew3_00079967,fear
samplenew3_00112761,neutral
samplenew3_00008847,happy
samplenew3_00112423,happy
samplenew3_00065711,angry
samplenew3_00006693,happy
samplenew4_00007578,sad
samplenew3_00111746,happy
samplenew3_00077933,happy
samplenew3_00088295,angry
samplenew3_00109550,neutral
samplenew3_00081153,sad
samplenew3_00068988,sad
samplenew3_00063583,sad
samplenew3_00069833,happy
samplenew3_00090776,happy
samplenew3_00074062,sad
samplenew3_00097679,happy
samplenew3_00115019,happy
samplenew3_00091533,happy
samplenew3_00053933,angry
samplenew3_00041465,neutral
samplenew3_00025003,happy
samplenew3_00113900,disgust
samplenew4_00001191,neutral
samplenew3_00111065,sad
samplenew3_00004728,angry
samplenew3_00096775,angry
samplenew4_00004806,happy
samplenew3_00003378,angry
samplenew3_00018393,happy
samplenew3_00093490,happy
samplenew3_00104312,happy
samplenew3_00041354,happy
samplenew3_00070389,happy
samplenew3_00031340,fear
samplenew3_00068592,sad
samplenew3_00025178,happy
samplenew3_00064899,neutral
samplenew3_00038083,happy
samplenew3_00035743,happy
samplenew3_00000123,fear
samplenew3_00020924,sad
samplenew3_00084268,happy
samplenew3_00110582,angry
samplenew3_00044291,happy
samplenew3_00103995,happy
samplenew3_00069135,happy
samplenew3_00016569,happy
samplenew3_00062182,angry
samplenew3_00041903,sad
samplenew3_00074163,sad
samplenew3_00044156,neutral
samplenew3_00002918,neutral
samplenew3_00105614,happy
samplenew3_00001305,sad
samplenew3_00075514,happy
samplenew3_00027918,neutral
samplenew3_00062507,disgust
samplenew3_00037076,fear
samplenew3_00098345,happy
samplenew3_00038398,disgust
samplenew3_00088534,happy
samplenew3_00070201,happy
samplenew3_00093281,happy
samplenew3_00069455,happy
samplenew3_00012423,sad
samplenew4_00004683,happy
samplenew3_00047562,sad
samplenew3_00058652,happy
samplenew3_00035877,happy
samplenew3_00016120,happy
samplenew3_00030701,angry
samplenew3_00029264,happy
samplenew3_00086003,sad
samplenew3_00081018,happy
samplenew3_00052541,neutral
samplenew3_00024124,happy
samplenew3_00083739,happy
samplenew3_00048596,happy
samplenew3_00102462,sad
samplenew3_00097448,neutral
samplenew3_00035178,neutral
samplenew3_00061643,sad
samplenew3_00083083,sad
samplenew3_00012091,happy
samplenew4_00007516,neutral
samplenew4_00003177,happy
samplenew3_00110492,happy
samplenew3_00018338,happy
samplenew3_00047977,angry
samplenew3_00110553,fear
samplenew3_00085775,happy
samplenew3_00101227,happy
samplenew3_00030946,happy
samplenew3_00049246,fear
samplenew3_00021449,neutral
samplenew3_00023878,happy
samplenew3_00072028,fear
samplenew3_00007279,angry
samplenew3_00035099,neutral
samplenew3_00113956,happy
samplenew3_00006714,neutral
samplenew3_00002962,sad
samplenew3_00066148,fear
samplenew3_00059326,happy
samplenew3_00054584,neutral
samplenew3_00085153,fear
samplenew3_00027976,happy
samplenew3_00102584,neutral
samplenew3_00022545,happy
samplenew3_00100869,happy
samplenew3_00054063,happy
samplenew3_00061614,neutral
samplenew3_00016656,happy
samplenew3_00100966,neutral
samplenew3_00077234,angry
samplenew3_00062291,happy
samplenew3_00065020,happy
samplenew3_00063479,happy
samplenew3_00030113,happy
samplenew3_00058417,angry
samplenew3_00005554,happy
samplenew3_00010583,sad
samplenew3_00032064,happy
samplenew3_00109834,happy
samplenew3_00014306,happy
samplenew3_00082152,happy
samplenew3_00004733,happy
samplenew3_00034623,happy
samplenew3_00021701,happy
samplenew3_00032639,happy
samplenew3_00025388,happy
samplenew3_00066494,sad
samplenew3_00024351,happy
samplenew3_00016091,angry
samplenew3_00003127,happy
samplenew3_00080986,happy
samplenew3_00051116,happy
samplenew3_00110348,happy
samplenew3_00019897,happy
samplenew4_00009766,happy
samplenew4_00001941,neutral
samplenew3_00104150,happy
samplenew3_00099812,happy
samplenew3_00011771,neutral
samplenew3_00074954,neutral
samplenew3_00031388,sad
samplenew3_00066737,sad
samplenew3_00033373,happy
samplenew3_00067102,happy
samplenew3_00062575,happy
samplenew3_00031037,happy
samplenew3_00069209,happy
samplenew3_00013968,sad
samplenew3_00111500,happy
samplenew3_00079418,angry
samplenew3_00016968,happy
samplenew3_00048525,happy
samplenew3_00091440,disgust
samplenew3_00000024,angry
samplenew3_00086679,angry
samplenew3_00113009,happy
samplenew4_00006417,fear
samplenew3_00036804,happy
samplenew3_00066813,sad
samplenew3_00110264,neutral
samplenew3_00044818,angry
samplenew3_00060079,happy
samplenew3_00021938,sad
samplenew3_00077512,sad
samplenew3_00108823,happy
samplenew3_00051227,happy
samplenew3_00086216,happy
samplenew3_00101234,happy
samplenew3_00000008,fear
samplenew3_00113135,happy
samplenew3_00087632,neutral
samplenew3_00106454,happy
samplenew3_00002096,happy
samplenew4_00004472,happy
samplenew3_00006008,angry
samplenew3_00038211,fear
samplenew3_00114185,happy
samplenew3_00067886,fear
samplenew3_00067036,fear
samplenew3_00068202,happy
samplenew3_00042007,happy
samplenew3_00036624,happy
samplenew3_00052751,happy
samplenew3_00015429,sad
samplenew3_00071112,sad
samplenew3_00008583,angry
samplenew3_00102683,happy
samplenew3_00062173,fear
samplenew3_00078593,happy
samplenew3_00068825,happy
samplenew3_00013351,neutral
samplenew3_00001580,happy
samplenew3_00100912,happy
samplenew4_00000298,happy
samplenew3_00032324,angry
samplenew3_00000271,happy
samplenew3_00039421,happy
samplenew3_00099121,happy
samplenew3_00106312,sad
samplenew3_00011150,happy
samplenew3_00056210,neutral
samplenew3_00052333,angry
samplenew3_00024539,angry
samplenew3_00059078,happy
samplenew3_00094697,happy
samplenew3_00051666,happy
samplenew4_00008375,happy
samplenew3_00071798,happy
samplenew4_00007069,happy
samplenew3_00004130,happy
samplenew3_00081492,fear
samplenew3_00027129,happy
samplenew3_00049086,angry
samplenew3_00012296,neutral
samplenew3_00097641,happy
samplenew3_00114975,neutral
samplenew3_00056694,fear
samplenew3_00038233,sad
samplenew3_00002581,happy
samplenew3_00000966,angry
samplenew3_00001402,happy
samplenew3_00093547,happy
samplenew3_00084618,happy
samplenew3_00006520,happy
samplenew4_00003639,neutral
samplenew3_00033490,happy
samplenew3_00012435,disgust
samplenew3_00029549,fear
samplenew4_00002483,angry
samplenew3_00081869,happy
samplenew3_00021225,happy
samplenew3_00002462,happy
samplenew3_00030033,sad
samplenew3_00076504,happy
samplenew3_00043317,happy
samplenew3_00007174,sad
samplenew3_00006730,sad
samplenew3_00000520,happy
samplenew3_00024655,happy
samplenew3_00024734,happy
samplenew3_00050240,sad
samplenew3_00059762,happy
samplenew3_00020423,happy
samplenew3_00095064,happy
samplenew3_00089222,neutral
samplenew3_00003988,sad
samplenew3_00025545,neutral
samplenew3_00013727,sad
samplenew3_00030705,happy
samplenew3_00024941,happy
samplenew3_00107781,fear
samplenew3_00033432,sad
samplenew3_00046070,disgust
samplenew3_00004749,happy
samplenew3_00082144,happy
samplenew3_00017037,happy
samplenew3_00064796,sad
samplenew3_00106903,sad
samplenew3_00085529,fear
samplenew3_00074564,happy
samplenew3_00078155,happy
samplenew3_00103430,happy
samplenew4_00008615,fear
samplenew3_00029749,happy
samplenew3_00009730,sad
samplenew3_00084900,neutral
samplenew3_00115324,happy
samplenew4_00000870,happy
samplenew3_00024717,happy
samplenew3_00050114,happy
samplenew3_00107523,happy
samplenew3_00024048,fear
samplenew3_00022975,happy
samplenew3_00100949,happy
samplenew3_00012033,happy
samplenew3_00012859,happy
samplenew3_00090311,angry
samplenew3_00046131,happy
samplenew3_00066449,happy
samplenew3_00084001,happy
samplenew3_00036751,angry
samplenew4_00007573,happy
samplenew3_00097475,happy
samplenew3_00015912,fear
samplenew3_00010531,happy
samplenew3_00091425,happy
samplenew3_00008414,neutral
samplenew3_00092979,happy
samplenew3_00096983,fear
samplenew3_00024359,sad
samplenew3_00023682,angry
samplenew4_00000761,happy
samplenew3_00005923,sad
samplenew3_00099266,angry
samplenew3_00071563,happy
samplenew3_00067125,happy
samplenew3_00092422,angry
samplenew3_00040357,happy
samplenew3_00109172,happy
samplenew3_00007182,neutral
samplenew3_00070272,happy
samplenew3_00056646,happy
samplenew3_00114167,happy
samplenew3_00037195,happy
samplenew4_00010574,happy
samplenew3_00037061,happy
samplenew3_00058852,fear
samplenew3_00113502,fear
samplenew3_00097697,angry
samplenew3_00112828,angry
samplenew3_00043479,happy
samplenew3_00006673,disgust
samplenew3_00087629,happy
samplenew4_00002162,fear
samplenew3_00038841,fear
samplenew3_00047919,happy
samplenew3_00095705,angry
samplenew3_00103298,happy
samplenew3_00014389,happy
samplenew3_00088390,disgust
samplenew3_00074414,neutral
samplenew3_00112274,happy
samplenew3_00034393,happy
samplenew3_00078914,happy
samplenew3_00064284,angry
samplenew3_00093611,sad
samplenew3_00083003,angry
samplenew3_00052593,happy
samplenew3_00099816,neutral
samplenew3_00042573,angry
samplenew3_00063888,happy
samplenew3_00054334,happy
samplenew3_00109402,happy
samplenew3_00090251,fear
samplenew3_00069078,happy
samplenew3_00087737,happy
samplenew3_00082566,sad
samplenew4_00008295,happy
samplenew3_00056786,angry
samplenew4_00008443,happy
samplenew3_00096934,fear
samplenew3_00048301,happy
samplenew4_00006212,happy
samplenew3_00001065,happy
samplenew3_00087487,happy
samplenew3_00047757,fear
samplenew3_00041841,happy
samplenew3_00066153,happy
samplenew3_00024095,happy
samplenew3_00035840,happy
samplenew3_00069228,happy
samplenew3_00013203,angry
samplenew3_00032982,fear
samplenew4_00002191,fear
samplenew3_00061423,happy
samplenew3_00085066,sad
samplenew3_00104819,happy
samplenew3_00114504,happy
samplenew3_00076337,happy
samplenew3_00102392,neutral
samplenew3_00043348,sad
samplenew3_00106725,happy
samplenew4_00006915,happy
samplenew3_00111677,happy
samplenew3_00039926,happy
samplenew3_00021140,happy
samplenew3_00017357,happy
samplenew4_00001808,neutral
samplenew4_00008178,angry
samplenew3_00000252,happy
samplenew3_00113655,neutral
samplenew3_00086834,neutral
samplenew3_00014086,neutral
samplenew3_00099669,neutral
samplenew3_00105654,happy
samplenew3_00025299,angry
samplenew3_00036998,happy
samplenew3_00094754,happy
samplenew3_00103373,fear
samplenew3_00102780,happy
samplenew3_00089586,happy
samplenew3_00044165,happy
samplenew3_00012715,angry
samplenew3_00044110,happy
samplenew3_00010753,happy
samplenew3_00087259,happy
samplenew3_00003675,happy
samplenew3_00052780,happy
samplenew3_00111193,happy
samplenew3_00098700,happy
samplenew3_00074985,sad
samplenew3_00056952,fear
samplenew3_00051063,neutral
samplenew3_00046112,neutral
samplenew3_00057894,angry
samplenew4_00000501,happy
samplenew3_00052329,happy
samplenew3_00090377,happy
samplenew3_00108519,angry
samplenew4_00002062,happy
samplenew3_00064389,sad
samplenew3_00041254,happy
samplenew3_00038146,sad
samplenew3_00008829,happy
samplenew3_00004138,fear
samplenew3_00062122,sad
samplenew3_00034078,happy
samplenew3_00085675,happy
samplenew3_00095998,neutral
samplenew3_00071454,fear
samplenew3_00016769,angry
samplenew3_00022240,happy
samplenew3_00094388,happy
samplenew3_00076787,angry
samplenew3_00079487,happy
samplenew3_00000314,disgust
samplenew3_00059313,happy
samplenew3_00021544,happy
samplenew3_00048431,angry
samplenew4_00010008,fear
samplenew3_00023816,happy
samplenew3_00023601,happy
samplenew3_00114205,happy
samplenew3_00076591,happy
samplenew3_00011393,fear
samplenew3_00048724,happy
samplenew3_00007438,happy
samplenew3_00091560,happy
samplenew3_00092846,happy
samplenew3_00111993,happy
samplenew3_00026205,fear
samplenew3_00110888,happy
samplenew3_00101921,sad
samplenew3_00023972,happy
samplenew3_00068791,happy
samplenew3_00101300,happy
samplenew3_00112838,disgust
samplenew3_00080891,happy
samplenew3_00077060,disgust
samplenew3_00051917,happy
samplenew3_00059605,happy
samplenew3_00033751,sad
samplenew3_00080851,sad
samplenew3_00015412,happy
samplenew3_00102067,sad
samplenew3_00004480,happy
samplenew3_00061726,happy
samplenew3_00075491,happy
samplenew3_00095985,fear
samplenew4_00000287,happy
samplenew3_00009971,neutral
samplenew3_00048723,angry
samplenew3_00065218,happy
samplenew3_00098862,happy
samplenew3_00004281,neutral
samplenew3_00049661,fear
samplenew3_00049779,happy
samplenew3_00009856,neutral
samplenew3_00024089,happy
samplenew3_00039913,sad
samplenew3_00044345,happy
samplenew3_00012319,sad
samplenew3_00108571,neutral
samplenew3_00085687,happy
samplenew3_00025879,happy
samplenew3_00109837,happy
samplenew4_00009951,happy
samplenew3_00009834,happy
samplenew3_00089320,happy
samplenew3_00095618,neutral
samplenew3_00100174,angry
samplenew3_00010432,sad
samplenew3_00039837,sad
samplenew3_00107221,neutral
samplenew3_00069993,happy
samplenew3_00042505,happy
samplenew3_00066460,happy
samplenew3_00057743,happy
samplenew3_00102699,fear
samplenew3_00085371,angry
samplenew3_00053660,happy
samplenew3_00032550,happy
samplenew3_00056257,sad
samplenew3_00034622,happy
samplenew3_00075455,happy
samplenew3_00103846,happy
samplenew3_00060032,happy
samplenew3_00088199,happy
samplenew3_00049495,sad
samplenew3_00019708,neutral
samplenew4_00008082,happy
samplenew3_00109817,fear
samplenew3_00020538,fear
samplenew3_00095538,sad
samplenew3_00036129,happy
samplenew3_00073852,happy
samplenew3_00074511,happy
samplenew3_00063047,angry
samplenew3_00072944,fear
samplenew3_00085649,happy
samplenew3_00009084,neutral
samplenew3_00049263,happy
samplenew3_00049037,happy
samplenew4_00003811,happy
samplenew3_00060602,happy
samplenew3_00035138,happy
samplenew3_00028616,happy
samplenew3_00018827,happy
samplenew3_00108623,happy
samplenew3_00031623,disgust
samplenew4_00006025,happy
samplenew3_00033461,sad
samplenew3_00086365,happy
samplenew3_00037947,happy
samplenew3_00027074,happy
samplenew3_00099022,neutral
samplenew3_00103017,happy
samplenew3_00060890,happy
samplenew3_00060311,happy
samplenew4_00007738,happy
samplenew3_00029132,fear
samplenew3_00000934,happy
samplenew3_00012588,sad
samplenew3_00106874,happy
samplenew3_00058132,angry
samplenew3_00007404,sad
samplenew3_00065249,happy
samplenew3_00113309,happy
samplenew3_00001684,happy
samplenew3_00010662,neutral
samplenew3_00003126,happy
samplenew3_00072475,sad
samplenew3_00061026,sad
samplenew3_00056152,happy
samplenew3_00066470,happy
samplenew3_00092674,neutral
samplenew3_00051894,happy
samplenew3_00074994,happy
samplenew3_00092677,happy
samplenew3_00045000,angry
samplenew3_00029172,neutral
samplenew3_00108383,neutral
samplenew3_00068379,happy
samplenew3_00069847,sad
samplenew3_00060488,happy
samplenew3_00038359,happy
samplenew3_00106048,neutral
samplenew3_00026462,sad
samplenew3_00100339,sad
samplenew3_00040521,happy
samplenew3_00074445,angry
samplenew3_00092780,happy
samplenew3_00060851,happy
samplenew3_00031358,happy
samplenew3_00071930,happy
samplenew3_00025742,happy
samplenew3_00104991,neutral
samplenew3_00031000,happy
samplenew4_00003107,happy
samplenew3_00065892,happy
samplenew3_00101709,happy
samplenew3_00079474,fear
samplenew3_00055469,happy
samplenew3_00105226,neutral
samplenew3_00110266,disgust
samplenew3_00087879,neutral
samplenew3_00061020,happy
samplenew3_00016904,happy
samplenew3_00083986,fear
samplenew3_00095564,happy
samplenew3_00106679,neutral
samplenew3_00072082,happy
samplenew4_00002119,neutral
samplenew3_00109231,happy
samplenew3_00111510,happy
samplenew3_00002725,happy
samplenew3_00072605,happy
samplenew3_00039604,happy
samplenew3_00091723,sad
samplenew3_00027888,sad
samplenew3_00047228,happy
samplenew3_00078251,neutral
samplenew3_00038415,angry
samplenew3_00011577,neutral
samplenew3_00061738,angry
samplenew3_00009600,fear
samplenew3_00084620,angry
samplenew3_00032499,fear
samplenew3_00007199,happy
samplenew3_00023078,happy
samplenew3_00043111,happy
samplenew3_00047131,fear
samplenew3_00052237,happy
samplenew3_00104860,happy
samplenew3_00012713,neutral
samplenew3_00048082,happy
samplenew3_00047716,happy
samplenew3_00022079,sad
samplenew3_00078739,happy
samplenew3_00083533,happy
samplenew3_00019246,angry
samplenew3_00059369,happy
samplenew3_00100559,happy
samplenew3_00060594,happy
samplenew3_00046338,fear
samplenew3_00023314,neutral
samplenew3_00064411,angry
samplenew3_00013732,neutral
samplenew3_00100650,happy
samplenew3_00048249,happy
samplenew4_00008721,sad
samplenew3_00034979,happy
samplenew3_00030187,angry
samplenew3_00080938,angry
samplenew3_00109823,happy
samplenew3_00052384,sad
samplenew3_00112410,happy
samplenew3_00100422,happy
samplenew3_00066590,happy
samplenew3_00113442,happy
samplenew3_00106322,happy
samplenew3_00091769,sad
samplenew4_00003149,fear
samplenew3_00096840,angry
samplenew3_00019582,angry
samplenew3_00092953,neutral
samplenew3_00100501,sad
samplenew3_00051179,happy
samplenew3_00032244,happy
samplenew3_00030910,happy
samplenew3_00084111,disgust
samplenew3_00054991,happy
samplenew3_00105808,sad
samplenew4_00007419,neutral
samplenew3_00013448,happy
samplenew3_00053230,fear
samplenew3_00054870,happy
samplenew3_00057014,angry
samplenew3_00025714,happy
samplenew3_00020231,happy
samplenew3_00025413,happy
samplenew3_00075822,happy
samplenew4_00004207,happy
samplenew3_00086422,neutral
samplenew4_00009178,happy
samplenew3_00093082,neutral
samplenew3_00069666,neutral
samplenew3_00078625,angry
samplenew3_00105204,happy
samplenew3_00106213,happy
samplenew3_00093658,happy
samplenew3_00044550,fear
samplenew3_00036085,happy
samplenew3_00061578,happy
samplenew3_00078960,disgust
samplenew3_00007000,sad
samplenew3_00067453,happy
samplenew3_00081029,angry
samplenew3_00018337,sad
samplenew3_00086138,happy
samplenew3_00016064,happy
samplenew3_00026558,happy
samplenew3_00038486,happy
samplenew3_00061565,neutral
samplenew3_00056482,neutral
samplenew3_00108819,happy
samplenew3_00009430,fear
samplenew3_00085722,sad
samplenew3_00020165,sad
samplenew4_00006406,happy
samplenew3_00068403,happy
samplenew4_00009387,happy
samplenew3_00078204,neutral
samplenew3_00035372,happy
samplenew3_00007496,happy
samplenew3_00002429,neutral
samplenew3_00063398,neutral
samplenew3_00089109,happy
samplenew3_00114546,happy
samplenew3_00005526,happy
samplenew3_00024144,happy
samplenew3_00004063,neutral
samplenew3_00059999,happy
samplenew3_00075806,happy
samplenew3_00039595,neutral
samplenew3_00114918,happy
samplenew3_00003442,angry
samplenew3_00029256,neutral
samplenew3_00065278,happy
samplenew3_00030710,happy
samplenew3_00072105,sad
samplenew3_00072582,happy
samplenew3_00056200,happy
samplenew3_00091572,fear
samplenew3_00013617,happy
samplenew3_00051423,happy
samplenew3_00106686,happy
samplenew3_00099560,happy
samplenew3_00025372,happy
samplenew3_00013577,fear
samplenew3_00023192,neutral
samplenew3_00082068,fear
samplenew3_00080600,happy
samplenew4_00005896,happy
samplenew3_00077287,angry
samplenew3_00068491,angry
samplenew3_00080276,happy
samplenew3_00052245,fear
samplenew3_00065447,neutral
samplenew3_00061002,happy
samplenew3_00105018,happy
samplenew3_00042905,happy
samplenew3_00107290,angry
samplenew3_00093413,happy
samplenew3_00072195,happy
samplenew3_00000140,neutral
samplenew4_00011497,happy
samplenew3_00081025,sad
samplenew3_00015514,happy
samplenew3_00095517,happy
samplenew3_00018377,sad
samplenew3_00087081,happy
samplenew3_00069390,happy
samplenew3_00006055,neutral
samplenew3_00019273,sad
samplenew3_00114345,happy
samplenew3_00020481,sad
samplenew3_00046836,happy
samplenew3_00022978,fear
samplenew3_00017964,happy
samplenew3_00044102,neutral
samplenew3_00011132,sad
samplenew3_00021256,fear
samplenew3_00021133,happy
samplenew3_00098733,happy
samplenew3_00111715,happy
samplenew3_00106799,fear
samplenew3_00028138,neutral
samplenew3_00018936,happy
samplenew3_00080106,neutral
samplenew3_00083665,neutral
samplenew3_00007272,sad
samplenew3_00039451,sad
samplenew3_00019114,happy
samplenew3_00115235,happy
samplenew3_00027732,sad
samplenew3_00028368,happy
samplenew3_00078916,sad
samplenew3_00066692,happy
samplenew3_00056325,fear
samplenew3_00108702,happy
samplenew3_00010072,happy
samplenew3_00060289,happy
samplenew3_00060273,happy
samplenew3_00003514,sad
samplenew3_00006548,happy
samplenew3_00030223,sad
samplenew3_00056546,happy
samplenew3_00034637,happy
samplenew3_00099145,sad
samplenew3_00000576,neutral
samplenew3_00104882,fear
samplenew3_00052484,happy
samplenew4_00003381,happy
samplenew3_00099612,sad
samplenew3_00004691,happy
samplenew3_00088071,fear
samplenew3_00052345,neutral
samplenew3_00057677,happy
samplenew3_00054924,neutral
samplenew3_00015520,sad
samplenew3_00010845,happy
samplenew3_00114747,happy
samplenew3_00051711,happy
samplenew4_00005097,fear
samplenew3_00092007,happy
samplenew3_00111828,happy
samplenew3_00047320,sad
samplenew3_00097950,fear
samplenew3_00007811,fear
samplenew3_00003263,happy
samplenew3_00100147,sad
samplenew3_00017397,happy
samplenew3_00054503,fear
samplenew3_00019370,happy
samplenew3_00005345,neutral
samplenew3_00067266,happy
samplenew3_00017920,happy
samplenew3_00034322,neutral
samplenew3_00005615,happy
samplenew3_00060370,happy
samplenew3_00097896,happy
samplenew3_00025496,sad
samplenew3_00052509,happy
samplenew3_00024037,happy
samplenew4_00007733,fear
samplenew3_00071641,neutral
samplenew3_00047212,angry
samplenew3_00059482,happy
samplenew3_00110675,happy
samplenew3_00067020,happy
samplenew3_00083376,angry
samplenew3_00070755,happy
samplenew3_00062738,neutral
samplenew3_00068000,happy
samplenew3_00061693,happy
samplenew3_00108638,happy
samplenew3_00039652,fear
samplenew3_00042389,neutral
samplenew3_00112697,happy
samplenew3_00038729,sad
samplenew3_00093345,angry
samplenew3_00018407,happy
samplenew3_00112033,happy
samplenew3_00068544,happy
samplenew3_00017782,happy
samplenew3_00027035,happy
samplenew4_00008921,angry
samplenew3_00062824,happy
samplenew3_00034099,happy
samplenew3_00075230,happy
samplenew3_00050133,angry
samplenew3_00038484,happy
samplenew3_00037735,angry
samplenew3_00095235,happy
samplenew3_00083982,happy
samplenew3_00085342,sad
samplenew3_00020314,happy
samplenew3_00072282,happy
samplenew3_00055772,sad
samplenew4_00000705,happy
samplenew3_00031632,happy
samplenew3_00030897,sad
samplenew4_00000940,happy
samplenew3_00005614,fear
samplenew3_00048869,happy
samplenew3_00099018,angry
samplenew3_00065079,happy
samplenew3_00102571,happy
samplenew3_00022051,happy
samplenew3_00037247,neutral
samplenew3_00092483,happy
samplenew3_00052471,happy
samplenew3_00064128,happy
samplenew3_00045410,happy
samplenew3_00060169,neutral
samplenew3_00029399,neutral
samplenew3_00074473,happy
samplenew3_00054805,neutral
samplenew3_00059244,angry
samplenew3_00054045,happy
samplenew3_00021025,happy
samplenew3_00048238,neutral
samplenew3_00112100,happy
samplenew3_00102142,fear
samplenew3_00021403,neutral
samplenew3_00081751,happy
samplenew3_00032287,fear
samplenew3_00004413,sad
samplenew3_00001433,angry
samplenew3_00005227,disgust
samplenew3_00090829,happy
samplenew3_00066154,sad
samplenew3_00036208,happy
samplenew3_00020378,happy
samplenew3_00045163,sad
samplenew3_00025213,fear
samplenew3_00071165,angry
samplenew3_00038916,happy
samplenew3_00037990,neutral
samplenew3_00017110,happy
samplenew3_00064696,happy
samplenew3_00031207,happy
samplenew3_00074939,happy
samplenew3_00112716,happy
samplenew3_00001649,happy
samplenew3_00022670,neutral
samplenew3_00056305,happy
samplenew3_00105032,happy
samplenew3_00060100,angry
samplenew3_00052139,sad
samplenew3_00049198,happy
samplenew3_00104640,happy
samplenew3_00069492,angry
samplenew3_00071334,sad
samplenew3_00077152,happy
samplenew3_00023837,neutral
samplenew3_00104146,neutral
samplenew3_00094338,happy
samplenew3_00070996,happy
samplenew4_00006378,neutral
samplenew3_00072507,fear
samplenew3_00065326,happy
samplenew3_00017511,happy
samplenew4_00006198,happy
samplenew3_00102617,happy
samplenew3_00098002,happy
samplenew3_00036800,happy
samplenew3_00091740,happy
samplenew3_00103447,happy
samplenew3_00007329,angry
samplenew3_00019215,happy
samplenew3_00034880,happy
samplenew3_00101983,happy
samplenew3_00027391,happy
samplenew3_00048222,happy
samplenew3_00047821,fear
samplenew3_00022022,angry
samplenew3_00063652,neutral
samplenew3_00100005,disgust
samplenew3_00059557,happy
samplenew3_00005725,happy
samplenew3_00070674,angry
samplenew3_00039939,happy
samplenew3_00010717,happy
samplenew3_00090020,sad
samplenew3_00052531,fear
samplenew3_00003703,happy
samplenew3_00069882,angry
samplenew3_00094394,happy
samplenew3_00055826,happy
samplenew3_00048276,neutral
samplenew4_00003030,happy
samplenew3_00035559,happy
samplenew3_00035365,happy
samplenew3_00088166,happy
samplenew3_00062440,happy
samplenew4_00008668,happy
samplenew3_00012845,sad
samplenew3_00114481,happy
samplenew3_00046118,happy
samplenew3_00061065,happy
samplenew3_00057298,happy
samplenew3_00008614,neutral
samplenew3_00058609,neutral
samplenew3_00113634,happy
samplenew3_00098388,neutral
samplenew3_00065887,neutral
samplenew3_00047098,happy
samplenew3_00020405,sad
samplenew3_00012915,angry
samplenew3_00011827,angry
samplenew3_00056513,happy
samplenew3_00102341,fear
samplenew3_00054047,happy
samplenew3_00083086,happy
samplenew3_00105905,happy
samplenew3_00043708,happy
samplenew3_00063119,fear
samplenew3_00014795,happy
samplenew3_00061448,happy
samplenew3_00082668,angry
samplenew3_00068872,happy
samplenew3_00016857,angry
samplenew3_00107251,happy
samplenew4_00008872,happy
samplenew3_00015627,happy
samplenew3_00053021,neutral
samplenew3_00052545,fear
samplenew3_00012392,happy
samplenew3_00103895,happy
samplenew4_00005655,happy
samplenew3_00042484,happy
samplenew3_00075271,angry
samplenew3_00099906,happy
samplenew3_00018070,happy
samplenew3_00053075,happy
samplenew3_00015990,happy
samplenew3_00001032,fear
samplenew3_00066400,happy
samplenew3_00103921,angry
samplenew3_00062047,fear
samplenew3_00063354,sad
samplenew3_00006177,happy
samplenew3_00068371,sad
samplenew3_00011031,fear
samplenew3_00088843,fear
samplenew3_00102363,angry
samplenew3_00062615,angry
samplenew3_00013088,angry
samplenew3_00068495,happy
samplenew3_00027722,fear
samplenew3_00013268,angry
samplenew3_00070341,sad
samplenew3_00090883,sad
samplenew3_00049413,happy
samplenew3_00064626,happy
samplenew3_00007037,sad
samplenew4_00008729,happy
